id,name,username,email,sesion_1,sesion_2,sesion_3,sesion_4,sesion_5,sesion_6,sesion_7,sesion_8,trabajo_1,trabajo_2,trabajo_3,trabajo_4,sesiones_asistidas,sesiones_en_vivo,sesiones_grabacion,trabajos_entregados,pct_asistencia,pct_entrega,primera_actividad,ultima_actividad
11,Norma Rocha,nrocha377,nrocha377@outlook.com,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,4,1,3,1,50.0,25.0,2024-02-05T17:11:37.455435,2024-04-01T20:08:31.837016
12,Francisco Javier Lozada,flozada757,flozada757@uady.mx,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,EN VIVO,1,1,0,0,5,2,3,2,62.5,50.0,2024-02-03T10:03:15.956348,2024-04-01T02:07:29.469129
13,Jaqueline Domínguez,jdomínguez90,jdomínguez90@itmerida.mx,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,3,2,1,1,37.5,25.0,2024-02-04T17:17:23.972533,2024-04-01T14:21:47.615522
14,Margarita Tamez,mtamez916,mtamez916@outlook.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,EN VIVO,1,0,0,0,3,1,2,1,37.5,25.0,2024-02-05T10:38:33.878407,2024-04-01T08:19:16.592636
15,Indira Barrientos,ibarrientos56,ibarrientos56@hotmail.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,1,1,0,1,12.5,25.0,2024-02-06T23:20:47.905187,2024-04-02T07:41:35.093639
16,Zacarías Ozuna,zozuna885,zozuna885@hotmail.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,3,3,0,3,37.5,75.0,2024-02-05T17:39:25.569003,2024-04-02T13:02:45.900337
17,Maximiliano Villalobos,mvillalobos294,mvillalobos294@uady.mx,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,0,0,1,0,5,2,3,1,62.5,25.0,2024-02-06T00:21:49.695828,2024-04-01T15:44:50.256802
18,Nicolás Leiva,nleiva389,nleiva389@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,1,0,0,0,6,4,2,1,75.0,25.0,2024-02-03T20:23:46.378390,2024-04-02T21:15:42.460771
19,Eloisa Moreno,emoreno728,emoreno728@gmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,0,1,0,1,5,4,1,2,62.5,50.0,2024-02-04T14:08:36.794304,2024-04-01T12:50:53.075760
20,Flavio Guzmán,fguzmán756,fguzmán756@hotmail.com,GRABACIÓN,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,0,0,5,3,2,0,62.5,0.0,2024-02-04T03:08:38.971924,2024-04-02T01:08:32.811462
21,Eduardo Quintero,equintero398,equintero398@outlook.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,1,1,0,0,3,2,1,2,37.5,50.0,2024-02-05T10:28:47.662462,2024-04-01T20:04:34.676070
22,Nicolás de la Crúz,ndelacrúz873,ndelacrúz873@gmail.com,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,0,0,4,2,2,2,50.0,50.0,2024-02-07T11:58:20.061146,2024-04-01T14:25:46.283513
23,María Teresa Ruiz,mruiz834,mruiz834@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,4,4,0,1,50.0,25.0,2024-02-05T12:04:24.694184,2024-03-30T21:45:43.991371
24,Jacobo Báez,jbáez77,jbáez77@hotmail.com,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,1,4,3,1,3,50.0,75.0,2024-02-07T09:26:43.637083,2024-04-02T03:03:53.534234
25,Mónica Villegas,mvillegas681,mvillegas681@uady.mx,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,1,0,4,1,3,2,50.0,50.0,2024-02-05T06:20:33.083210,2024-04-02T14:42:22.783901
26,Marisol Camarillo,mcamarillo156,mcamarillo156@outlook.com,GRABACIÓN,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,1,1,1,0,5,2,3,3,62.5,75.0,2024-02-05T16:47:38.757144,2024-04-01T23:04:10.070972
27,Tomás Tafoya,ttafoya772,ttafoya772@itmerida.mx,EN VIVO,GRABACIÓN,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,1,0,0,5,1,4,1,62.5,25.0,2024-02-05T11:44:53.362374,2024-03-30T17:24:45.738893
28,Sandra Jaime,sjaime448,sjaime448@itmerida.mx,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,1,1,1,0,6,2,4,3,75.0,75.0,2024-02-05T13:52:16.795475,2024-04-01T11:43:49.733821
29,Francisco Javier Benítez,fbenítez234,fbenítez234@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,1,1,1,0,4,4,0,3,50.0,75.0,2024-02-04T23:42:30.290454,2024-03-31T05:53:40.791690
30,Araceli Gaitán,agaitán783,agaitán783@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,0,0,4,2,2,2,50.0,50.0,2024-02-07T14:26:25.793796,2024-04-02T00:52:00.652888
31,Jacinto Granado,jgranado652,jgranado652@hotmail.com,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,2,2,0,0,25.0,0.0,2024-02-05T09:00:13.873149,2024-04-01T00:10:08.838582
32,Flavio Olivas,folivas75,folivas75@uady.mx,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,1,0,1,0,5,3,2,2,62.5,50.0,2024-02-05T14:19:55.390424,2024-04-01T17:37:28.176937
33,Claudia Terán,cterán489,cterán489@itmerida.mx,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,EN VIVO,GRABACIÓN,1,0,0,1,6,3,3,2,75.0,50.0,2024-02-07T06:26:54.402526,2024-03-30T22:22:10.185416
34,Flavio Ybarra,fybarra891,fybarra891@gmail.com,GRABACIÓN,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,GRABACIÓN,1,1,0,0,6,2,4,2,75.0,50.0,2024-02-06T06:03:35.117055,2024-04-02T20:24:21.075436
35,Pedro Armendáriz,parmendáriz778,parmendáriz778@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,3,0,1,37.5,25.0,2024-02-05T17:24:27.733123,2024-03-29T23:50:56.555460
36,Gerónimo Macías,gmacías310,gmacías310@uady.mx,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,2,1,1,1,25.0,25.0,2024-02-06T07:03:15.776014,2024-04-02T18:45:56.290485
37,Caridad Delgado,cdelgado13,cdelgado13@outlook.com,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,0,0,5,2,3,1,62.5,25.0,2024-02-04T10:31:30.337032,2024-03-31T20:22:53.154341
38,Marco Antonio Segura,msegura944,msegura944@gmail.com,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,5,4,1,1,62.5,25.0,2024-02-04T16:57:35.241635,2024-04-01T15:36:16.038198
39,Wilfrido Garza,wgarza633,wgarza633@hotmail.com,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,3,1,2,1,37.5,25.0,2024-02-06T12:20:43.778375,2024-03-31T17:18:14.439256
40,Débora Velásquez,dvelásquez790,dvelásquez790@hotmail.com,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,0,0,1,4,1,3,2,50.0,50.0,2024-02-07T08:47:47.417819,2024-04-02T00:19:20.749626
41,Fidel Pizarro,fpizarro341,fpizarro341@uady.mx,EN VIVO,GRABACIÓN,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,5,2,3,2,62.5,50.0,2024-02-06T04:19:30.712621,2024-04-02T23:46:34.235834
42,Germán Reyes,greyes961,greyes961@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,3,0,1,37.5,25.0,2024-02-03T14:50:09.542883,2024-04-02T23:06:19.379361
43,Jaime Roldán,jroldán69,jroldán69@hotmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,1,0,4,3,1,2,50.0,50.0,2024-02-06T22:57:45.230478,2024-04-01T02:29:03.511733
44,Octavio Laureano,olaureano759,olaureano759@uady.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,2,1,1,0,25.0,0.0,2024-02-03T11:01:58.027411,2024-04-01T10:28:20.310486
45,Emiliano Chavarría,echavarría794,echavarría794@hotmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,2,1,1,3,25.0,75.0,2024-02-04T04:09:21.780673,2024-04-01T22:01:35.174998
46,Cornelio Fonseca,cfonseca979,cfonseca979@itmerida.mx,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,2,1,1,1,25.0,25.0,2024-02-03T11:49:36.815123,2024-03-31T01:05:41.000498
47,Ángela Lugo,álugo550,álugo550@itmerida.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,0,0,0,4,2,2,1,50.0,25.0,2024-02-05T20:39:34.682313,2024-04-02T17:10:31.943112
48,Cristal de Jesús,cdejesús961,cdejesús961@itmerida.mx,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,EN VIVO,0,1,1,0,7,4,3,2,87.5,50.0,2024-02-06T03:27:03.981149,2024-03-31T20:04:19.279046
49,Elisa Cervántez,ecervántez418,ecervántez418@outlook.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,3,2,1,0,37.5,0.0,2024-02-04T02:46:32.241773,2024-03-31T17:47:07.536179
50,Emiliano Rodrígez,erodrígez472,erodrígez472@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,0,1,0,5,2,3,2,62.5,50.0,2024-02-06T07:09:53.430497,2024-04-01T06:50:14.547049
51,Octavio Castro,ocastro75,ocastro75@outlook.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,0,1,0,1,3,1,2,2,37.5,50.0,2024-02-04T10:40:20.987507,2024-04-02T00:02:35.206636
52,Barbara de la Fuente,bdelafuente577,bdelafuente577@hotmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,3,2,1,3,37.5,75.0,2024-02-05T09:07:17.440462,2024-04-01T22:29:55.599362
53,Leonardo Benítez,lbenítez82,lbenítez82@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-05T21:58:47.174348,2024-04-02T02:02:56.253089
54,Sonia Mondragón,smondragón937,smondragón937@gmail.com,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,1,1,0,0,4,3,1,2,50.0,50.0,2024-02-06T20:01:15.333770,2024-03-30T19:45:29.677467
55,Marcela Roybal,mroybal536,mroybal536@hotmail.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,1,1,0,4,2,2,2,50.0,50.0,2024-02-04T11:59:10.201718,2024-04-01T17:53:52.278186
56,Amanda Anaya,aanaya229,aanaya229@itmerida.mx,SIN ASISTENCIA,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,1,4,4,0,3,50.0,75.0,2024-02-04T12:59:17.470928,2024-04-01T02:12:24.875297
57,Agustín Sierra,asierra600,asierra600@uady.mx,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,1,0,5,4,1,2,62.5,50.0,2024-02-05T00:02:20.520364,2024-04-01T23:38:18.732686
58,Irma Ramos,iramos836,iramos836@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,0,1,1,0,4,3,1,2,50.0,50.0,2024-02-05T15:21:37.183432,2024-03-31T04:32:34.448893
59,María Luisa Tamez,mtamez109,mtamez109@uady.mx,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,5,4,1,1,62.5,25.0,2024-02-05T05:47:40.863473,2024-03-31T23:20:53.388358
60,Juan Carlos Gálvez,jgálvez430,jgálvez430@uady.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,3,3,0,0,37.5,0.0,2024-02-05T21:17:49.179562,2024-04-02T12:03:00.551102
61,Silvano Gaytán,sgaytán72,sgaytán72@uady.mx,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,1,2,1,1,4,25.0,100.0,2024-02-04T08:28:13.266312,2024-04-02T02:54:52.076801
62,Irma Candelaria,icandelaria264,icandelaria264@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,0,4,4,0,2,50.0,50.0,2024-02-06T16:12:51.021337,2024-04-01T18:08:36.106307
63,Carlos Coronado,ccoronado469,ccoronado469@hotmail.com,EN VIVO,EN VIVO,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,1,5,3,2,3,62.5,75.0,2024-02-07T06:01:43.945934,2024-03-30T14:32:27.648837
64,Clemente Camacho,ccamacho295,ccamacho295@uady.mx,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,0,0,3,1,2,2,37.5,50.0,2024-02-07T07:41:41.964963,2024-03-30T14:23:40.268694
65,Cynthia Raya,craya463,craya463@itmerida.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,0,0,0,3,3,0,0,37.5,0.0,2024-02-06T13:45:35.885941,2024-03-31T19:59:20.298780
66,Rosalia Villalpando,rvillalpando677,rvillalpando677@itmerida.mx,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,2,0,2,1,25.0,25.0,2024-02-05T22:20:34.049594,2024-03-31T12:54:14.787886
67,Horacio Becerra,hbecerra958,hbecerra958@hotmail.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-03T22:39:21.993694,2024-04-01T10:42:57.253412
68,Georgina Maestas,gmaestas507,gmaestas507@uady.mx,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,0,1,2,2,0,2,25.0,50.0,2024-02-03T15:00:21.271671,2024-03-31T07:34:19.169681
69,Espartaco Girón,egirón934,egirón934@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,3,2,1,2,37.5,50.0,2024-02-05T06:45:01.050352,2024-04-01T18:22:11.526294
70,Rodrigo Durán,rdurán12,rdurán12@uady.mx,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,2,2,0,1,25.0,25.0,2024-02-05T02:55:31.834508,2024-03-31T11:42:27.328470
71,Concepción Urbina,curbina302,curbina302@uady.mx,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,1,4,1,3,2,50.0,50.0,2024-02-06T21:39:53.825211,2024-04-02T13:05:25.892440
72,Camilo Figueroa,cfigueroa204,cfigueroa204@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,0,1,0,4,4,0,1,50.0,25.0,2024-02-05T03:13:59.934854,2024-04-02T10:14:37.320444
73,Cristina Cabán,ccabán603,ccabán603@itmerida.mx,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,0,0,4,2,2,0,50.0,0.0,2024-02-07T04:38:22.127727,2024-04-01T20:25:41.263074
74,Ivonne Lovato,ilovato68,ilovato68@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,0,0,0,4,3,1,1,50.0,25.0,2024-02-03T16:38:14.630472,2024-04-01T22:41:33.661900
75,Débora Molina,dmolina951,dmolina951@itmerida.mx,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,2,1,1,2,25.0,50.0,2024-02-04T21:15:34.238390,2024-04-02T07:57:44.417669
76,Isaac Ramón,iramón993,iramón993@itmerida.mx,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,0,2,1,1,2,25.0,50.0,2024-02-06T14:48:49.608314,2024-04-01T22:38:03.329597
77,Micaela Olivera,molivera80,molivera80@itmerida.mx,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,0,2,0,2,2,25.0,50.0,2024-02-06T20:37:28.627954,2024-04-02T01:29:20.644558
78,Tania Coronado,tcoronado423,tcoronado423@gmail.com,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,5,5,0,2,62.5,50.0,2024-02-07T02:57:27.390427,2024-04-01T23:20:20.874806
79,Felipe Sotelo,fsotelo618,fsotelo618@gmail.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,0,1,1,2,2,0,2,25.0,50.0,2024-02-03T22:24:50.397327,2024-04-02T07:43:13.914435
80,Jacinto Benavídez,jbenavídez683,jbenavídez683@itmerida.mx,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-05T11:25:18.270276,2024-04-01T19:44:30.207898
81,Inés Toro,itoro219,itoro219@outlook.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,0,1,0,0,4,1,3,1,50.0,25.0,2024-02-04T08:36:00.406555,2024-03-30T08:10:57.589777
