id,name,username,email,sesion_1,sesion_2,sesion_3,sesion_4,sesion_5,sesion_6,sesion_7,sesion_8,trabajo_1,trabajo_2,trabajo_3,trabajo_4,sesiones_asistidas,sesiones_en_vivo,sesiones_grabacion,trabajos_entregados,pct_asistencia,pct_entrega,primera_actividad,ultima_actividad
32,Flavio Olivas,folivas75,folivas75@uady.mx,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,1,0,0,1,5,2,3,2,62.5,50.0,2024-02-05T10:15:29.163778,2024-04-02T20:32:35.634566
33,Claudia Terán,cterán489,cterán489@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,1,1,1,1,6,6,0,4,75.0,100.0,2024-02-04T17:28:17.997414,2024-04-01T07:36:14.396949
34,Flavio Ybarra,fybarra891,fybarra891@gmail.com,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,1,0,4,3,1,2,50.0,50.0,2024-02-05T16:01:03.415655,2024-04-02T10:45:09.965822
35,Pedro Armendáriz,parmendáriz778,parmendáriz778@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,1,0,0,5,3,2,2,62.5,50.0,2024-02-06T20:34:08.873090,2024-04-02T23:15:37.682330
36,Gerónimo Macías,gmacías310,gmacías310@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,0,1,5,3,2,2,62.5,50.0,2024-02-06T19:58:11.361776,2024-04-02T20:23:41.423315
37,Caridad Delgado,cdelgado13,cdelgado13@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,1,0,1,0,5,5,0,2,62.5,50.0,2024-02-04T22:43:31.510379,2024-04-02T23:03:31.892195
38,Marco Antonio Segura,msegura944,msegura944@gmail.com,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,GRABACIÓN,1,1,1,1,6,2,4,4,75.0,100.0,2024-02-07T00:25:27.269257,2024-04-02T02:47:10.708078
39,Wilfrido Garza,wgarza633,wgarza633@hotmail.com,GRABACIÓN,EN VIVO,EN VIVO,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,0,1,1,1,7,5,2,3,87.5,75.0,2024-02-05T13:37:38.145051,2024-03-30T06:37:50.660540
40,Débora Velásquez,dvelásquez790,dvelásquez790@hotmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,1,0,0,0,4,3,1,1,50.0,25.0,2024-02-06T11:15:01.366664,2024-04-01T17:53:38.033474
41,Fidel Pizarro,fpizarro341,fpizarro341@uady.mx,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,3,3,0,2,37.5,50.0,2024-02-06T14:40:41.047229,2024-03-30T23:16:51.482298
42,Germán Reyes,greyes961,greyes961@outlook.com,GRABACIÓN,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,1,1,1,1,5,1,4,4,62.5,100.0,2024-02-05T00:45:30.971986,2024-03-31T02:27:04.912700
43,Jaime Roldán,jroldán69,jroldán69@hotmail.com,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,3,2,1,2,37.5,50.0,2024-02-04T22:11:38.995041,2024-03-31T13:04:39.873405
44,Octavio Laureano,olaureano759,olaureano759@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,1,0,4,3,1,2,50.0,50.0,2024-02-03T15:15:18.508504,2024-04-02T06:21:44.232231
45,Emiliano Chavarría,echavarría794,echavarría794@hotmail.com,GRABACIÓN,GRABACIÓN,GRABACIÓN,EN VIVO,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,1,1,0,1,7,3,4,3,87.5,75.0,2024-02-03T14:26:46.781180,2024-04-02T18:46:51.072044
46,Cornelio Fonseca,cfonseca979,cfonseca979@itmerida.mx,GRABACIÓN,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,1,1,5,2,3,4,62.5,100.0,2024-02-06T17:38:09.820943,2024-04-01T00:59:35.229420
47,Ángela Lugo,álugo550,álugo550@itmerida.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,1,0,4,4,0,2,50.0,50.0,2024-02-04T21:49:27.779363,2024-04-02T19:49:40.371526
48,Cristal de Jesús,cdejesús961,cdejesús961@itmerida.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,0,3,2,1,2,37.5,50.0,2024-02-07T01:56:06.735559,2024-04-02T17:35:18.765676
49,Elisa Cervántez,ecervántez418,ecervántez418@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,4,0,1,50.0,25.0,2024-02-07T02:37:11.731085,2024-04-02T01:52:48.361372
50,Emiliano Rodrígez,erodrígez472,erodrígez472@gmail.com,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,5,3,2,2,62.5,50.0,2024-02-07T06:50:25.306720,2024-04-02T02:50:14.041004
51,Octavio Castro,ocastro75,ocastro75@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,4,0,1,50.0,25.0,2024-02-07T07:35:01.223346,2024-04-01T22:11:59.617899
52,Barbara de la Fuente,bdelafuente577,bdelafuente577@hotmail.com,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,0,5,3,2,3,62.5,75.0,2024-02-06T01:17:13.420690,2024-03-31T07:16:46.013443
53,Leonardo Benítez,lbenítez82,lbenítez82@gmail.com,GRABACIÓN,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,1,1,0,1,6,2,4,3,75.0,75.0,2024-02-06T14:34:23.349127,2024-03-30T12:52:32.042001
54,Sonia Mondragón,smondragón937,smondragón937@gmail.com,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,1,4,2,2,4,50.0,100.0,2024-02-05T00:57:53.758678,2024-04-01T00:39:18.932311
55,Marcela Roybal,mroybal536,mroybal536@hotmail.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,4,0,1,50.0,25.0,2024-02-06T20:35:03.336408,2024-04-02T03:33:51.581978
56,Amanda Anaya,aanaya229,aanaya229@itmerida.mx,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,0,0,5,2,3,1,62.5,25.0,2024-02-04T03:34:49.861290,2024-03-31T23:22:04.423658
57,Agustín Sierra,asierra600,asierra600@uady.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,1,0,0,0,5,3,2,1,62.5,25.0,2024-02-04T07:10:51.657692,2024-04-01T15:00:58.121016
58,Irma Ramos,iramos836,iramos836@uady.mx,GRABACIÓN,EN VIVO,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,5,2,3,3,62.5,75.0,2024-02-07T08:30:01.451782,2024-04-02T19:46:07.187365
59,María Luisa Tamez,mtamez109,mtamez109@uady.mx,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,1,5,3,2,2,62.5,50.0,2024-02-04T08:52:53.905308,2024-04-02T10:46:06.972632
60,Juan Carlos Gálvez,jgálvez430,jgálvez430@uady.mx,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,0,3,1,2,2,37.5,50.0,2024-02-04T00:09:20.387732,2024-04-02T04:27:13.958018
61,Silvano Gaytán,sgaytán72,sgaytán72@uady.mx,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,1,0,0,0,6,3,3,1,75.0,25.0,2024-02-04T21:11:18.523183,2024-03-31T09:20:29.178052
62,Irma Candelaria,icandelaria264,icandelaria264@hotmail.com,GRABACIÓN,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,5,3,2,2,62.5,50.0,2024-02-06T17:03:59.432217,2024-04-02T13:29:59.786854
63,Carlos Coronado,ccoronado469,ccoronado469@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,1,3,2,1,2,37.5,50.0,2024-02-03T15:56:35.970096,2024-04-02T17:51:55.860694
64,Clemente Camacho,ccamacho295,ccamacho295@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,2,2,0,1,25.0,25.0,2024-02-03T09:57:57.218997,2024-04-01T22:35:59.168636
65,Cynthia Raya,craya463,craya463@itmerida.mx,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,1,3,1,50.0,25.0,2024-02-06T12:55:40.124329,2024-04-02T18:33:45.508838
66,Rosalia Villalpando,rvillalpando677,rvillalpando677@itmerida.mx,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,0,1,5,3,2,3,62.5,75.0,2024-02-04T13:38:06.042504,2024-03-30T10:36:24.002104
67,Horacio Becerra,hbecerra958,hbecerra958@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,1,0,4,3,1,3,50.0,75.0,2024-02-04T19:30:54.519800,2024-03-31T14:32:42.887270
68,Georgina Maestas,gmaestas507,gmaestas507@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,1,3,3,0,3,37.5,75.0,2024-02-04T17:11:29.665255,2024-04-02T19:35:42.461216
69,Espartaco Girón,egirón934,egirón934@gmail.com,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,1,5,4,1,2,62.5,50.0,2024-02-04T20:55:02.872553,2024-04-02T22:40:08.533529
70,Rodrigo Durán,rdurán12,rdurán12@uady.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,0,0,0,5,5,0,1,62.5,25.0,2024-02-06T16:02:56.880698,2024-04-02T23:29:33.928316
71,Concepción Urbina,curbina302,curbina302@uady.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,0,1,1,5,1,4,2,62.5,50.0,2024-02-04T17:42:05.739550,2024-04-02T23:47:34.802950
72,Camilo Figueroa,cfigueroa204,cfigueroa204@outlook.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,1,0,5,2,3,2,62.5,50.0,2024-02-06T20:11:25.493491,2024-04-01T21:00:51.035902
73,Cristina Cabán,ccabán603,ccabán603@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,EN VIVO,1,1,1,1,7,6,1,4,87.5,100.0,2024-02-05T08:24:45.943109,2024-04-01T05:38:35.035290
74,Ivonne Lovato,ilovato68,ilovato68@gmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,3,3,0,2,37.5,50.0,2024-02-05T12:28:30.229500,2024-03-31T10:50:53.511228
75,Débora Molina,dmolina951,dmolina951@itmerida.mx,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,0,0,0,5,4,1,1,62.5,25.0,2024-02-04T12:39:58.253959,2024-04-01T01:21:26.538081
76,Isaac Ramón,iramón993,iramón993@itmerida.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,0,4,3,1,2,50.0,50.0,2024-02-05T09:20:57.424751,2024-04-01T12:28:05.902339
77,Micaela Olivera,molivera80,molivera80@itmerida.mx,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,1,4,2,2,2,50.0,50.0,2024-02-06T17:33:07.243011,2024-04-02T19:06:53.809949
78,Tania Coronado,tcoronado423,tcoronado423@gmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,1,3,2,1,4,37.5,100.0,2024-02-04T08:39:20.615585,2024-04-01T07:33:32.785500
79,Felipe Sotelo,fsotelo618,fsotelo618@gmail.com,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,1,0,0,4,3,1,1,50.0,25.0,2024-02-04T13:06:26.538373,2024-04-01T13:18:23.370798
80,Jacinto Benavídez,jbenavídez683,jbenavídez683@itmerida.mx,GRABACIÓN,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,1,0,5,2,3,3,62.5,75.0,2024-02-06T15:07:37.354181,2024-04-01T05:16:26.254912
81,Inés Toro,itoro219,itoro219@outlook.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,1,1,0,0,5,2,3,2,62.5,50.0,2024-02-04T04:17:16.840055,2024-04-01T18:17:02.339431
82,Andrés Arredondo,aarredondo415,aarredondo415@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,1,1,0,5,3,2,3,62.5,75.0,2024-02-05T11:35:00.597826,2024-03-31T22:57:30.797545
83,Jorge del Río,jdelrío333,jdelrío333@gmail.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,1,0,3,1,2,3,37.5,75.0,2024-02-04T23:10:22.245514,2024-04-02T23:32:24.886098
